,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
001,249.18228976391632,254.89201422320033,266.91165369236415,285.008262625276,391.9947866307785,481.3003970033765,805.1311807648083,1369.8920298268115,1172.0391093431776,986.5232630693687,1037.6016065340089,1027.1538880486437,1160.0179217809664,1160.5308709911735,1145.4055031791274,1267.4717172184444,2159.672622534661,1885.073234389659,1521.4598901466154,1119.3788936480453,965.6810581285628,951.4396463027878,478.30213710726133,291.5851220281713
002,110.96282599542427,118.46999065969514,119.63180359265301,157.00823206975622,169.65196822859426,264.8848815015111,604.7127735890491,1097.3865256302786,1339.979101546846,1390.1226305291677,1347.3175722525539,1346.7214227970896,1019.2261279187371,1401.1557641406614,1397.6124615464832,1132.7801150673988,987.7163037278126,1031.2035815865347,1214.604541608887,810.7249071572408,565.8536425860001,529.6099744804958,308.94589496928,127.91920705152772
003,116.67504446923766,135.3292643931839,137.29055269530147,130.52034569576833,140.7583159161051,149.14298258507142,321.14924813154107,925.0278115504733,1027.619523321588,618.9053990017673,664.9632126916264,692.2989409719207,826.5378106826835,1538.9530780343787,764.8614050165339,686.5284843667197,988.337702703341,1086.2274395931324,1020.4969635869331,739.3770069635553,453.73450183900064,405.0931256349475,198.9372374381521,128.3505404363505
004,172.58518441118164,116.96104766432995,105.63076929144832,116.57142426999535,109.77408548365476,135.21274956438594,208.9933941792188,356.99102127726525,654.4654174576193,1014.3335024899859,1267.6285838012184,1221.6410531023294,983.8349374684559,934.4843249189933,862.7457180340762,918.9875038345316,948.9896811607814,927.2873959598767,1083.8498396715365,1000.670062033648,876.9796487270384,862.0674852036217,704.9477608322587,424.8664367087641
005,155.37884492434466,383.5201437957109,60.343460111317256,926.5506607929516,1572.60690186442,3457.5412574653465,2211.8786925160243,1905.1981576297273,1462.6970700006,1198.2344629475049,1176.9078948410297,1343.2206954475976,1355.7650066285983,1223.951828834575,1171.7943343241022,1160.9230500626672,1469.7543117358896,1447.9603540034682,1082.864314679329,874.0218180516486,815.9596444044039,811.8634763653257,775.6073143538399,526.6885975822098
006,191.2571299937187,122.49293739456265,109.05280806758644,102.94018607323801,90.47490458541762,96.87994409897108,132.082335747751,377.13606147010074,610.4518621871534,766.3903232457446,801.3665344045598,749.0659337189476,776.5516180075573,783.9213618035493,784.0240727038031,821.0190769432343,834.3645069243893,926.5749552465071,962.9352743335198,921.3988711676666,867.7508716551816,819.4261335376275,680.7645591811678,386.0882604206233
007,173.2176549457584,129.83212852606334,115.00304878372425,110.25515232643822,118.14879993425163,360.84802645629065,1495.4315511885598,1401.824840360486,1459.0417204484097,1483.804260046816,1533.8461559522207,1641.024422919619,1544.201436022474,1411.47564724575,1432.6824407798144,1499.7439169735962,1597.0455280515798,1543.5852191148717,1392.358346035006,1590.3397913410083,1326.1240431956305,639.1919287039848,317.6490035166942,158.05082821251088
008,53.758568393721234,65.23874225076142,69.7056743862469,75.5304129977171,84.88309506801247,138.944001389152,898.9084790686002,1282.7633212153971,1527.1021601040234,1710.2794629235666,1494.1160318844734,1492.1296152671039,1470.3309450862494,1465.528084264824,1420.0002178886589,1391.5628374723383,1238.5455301543973,1271.2658668243996,1081.4101159734603,877.6969384136299,841.0223164099292,690.1853488725818,72.52570368133591,54.092345036234434
009,132.67061994412018,122.77575299980539,131.2623066559416,129.15833418995453,548.5898190537124,995.189238791404,1240.8871684640508,1327.4058204588475,1359.4989284287083,1483.4159269954303,1535.433429847377,1470.60222372303,1519.089969373186,1463.6881072609149,1482.0232557481108,1712.5494043457306,1283.3939775755468,1176.4553246776918,1042.0142214726648,936.7778044453047,831.7135563609814,476.4030432780148,286.8383221989813,189.45355647087757
010,126.2583448495801,106.32478540916212,106.8183611981405,121.66412029963796,133.97541203703705,299.5399173913247,560.4280628907793,973.0813855776344,1387.0702221071904,1655.740296019924,1502.0164347545701,1419.0246169055858,1532.2467119058567,1365.0802752509337,1567.9344129366166,1961.4202916091185,1998.2625071644968,1690.5457203218964,1291.1377183967113,1057.559062331858,890.389874913437,800.2710340303885,620.0164841986197,342.44121345625155
